Barcode	label_verbatim	Country	lat_manual	long_manual	radius_km_manual
ODO000338	India: Nilgiris, Nadgani, 3000ft, Ghat	India	11.472526	76.409641	1.5
ODO000339	India; Hasimara, Duars, Bengal	India	26.715741	89.360863	5.0
ODO000340	Innisfail, Nth. Queensland	Australia	-17.52656	146.025404	3.0
ODO000341	Intaj [=maybe Intag river?], Ecuador	Ecuador	0.330403	-78.541867	2.5
ODO000342	Intaj, Ecuador	Ecuador	0.330403	-78.541867	2.5
ODO000343	Iquitos, Peru	Peru	-3.762506	-73.269579	8.0
ODO000344	Irazu, 6-7000 ft.	Costa Rica	9.980087	-83.849206	2.0
ODO000345	Irazu, 6-7000ft.	Costa Rica	9.980087	-83.849206	2.0
ODO000346	Irazu. 6-7000 ft.	Costa Rica	9.980087	-83.849206	2.0
ODO000347	Italy, Rome, Acilia	Italy	41.78418	12.36404	1.0
ODO000348	Jal. nr Gana wari, N. Nigeria	Nigeria	9.675103	8.63619	8.5
ODO000349	Jalor, F.M.S., Bukit Besar, 2500 ft.	Malaysia	5.294095	103.141425	2.0
ODO000350	Japan	Japan	35.454305	139.574472	16.0
ODO000351	Japan, Nikko	Japan	36.826184	139.59377	35.0
ODO000352	Jaruqui, Ecuador	Ecuador	-0.166116	-78.3157	1.5
ODO000353	Java	Indonesia	-7.567254	110.702351	600.0
ODO000354	Jemaa, N. Nigeria	Nigeria	9.460323	8.389283	1.0
ODO000355	Jemaa, Nigeria	Nigeria	9.460323	8.389283	1.0
ODO000356	Johore, Pulau Tioman, Sedagong	Malaysia	2.796728	104.168351	11.0
ODO000357	Jor Pahang	Malaysia	3.253835	103.070606	250.0
ODO000358	Ka Yima, Sierra Leone	Sierra Leone	8.887446	-11.160521	1.0
ODO000359	Kadugannawa, Ghat, Kandy, Ceylon	Sri Lanka	7.256098	80.516647	1.25
ODO000360	Kaieteur; British Guiana	Guyana	5.273655	-59.392657	30.0
ODO000361	Kalar, Nilgiris 1520'	India	11.342476	76.8679	2.0
ODO000362	Kalaw, Chin Hills	Myanmar	20.625612	96.563623	2.5
ODO000363	Kalaw, S. Shan States, Burma	Myanmar	20.625612	96.563623	2.5
ODO000364	Kalaw, S. Shan Sts.	Myanmar	20.625612	96.563623	2.5
ODO000365	Kallar, 1500', Nilgiris	India	11.342476	76.8679	2.0
ODO000366	Kalukembe; Angola	Angola	-13.784563	14.685727	4.0
ODO000367	Kalukembe; Angola, Miss. sc. suisse	Angola	-13.784563	14.685727	4.0
ODO000368	Kamagbonse, Sierra Leone	Sierra Leone	9.571565	-12.17238	20.0
ODO000369	Kambove, Katanga, 4,000-5,000 ft.	Democratic Republic of the Congo	-10.875669	26.598112	3.0
ODO000370	Kamerunga, N.Q.	Australia	-16.87673	145.687847	2.5
ODO000371	Kampala, Uganda	Uganda	0.317492	32.596032	13.0
ODO000372	Kandy, Cejlon	Sri Lanka	7.290628	80.633849	6.0
ODO000373	Kandy, Ceylon	Sri Lanka	7.290628	80.633849	6.0
ODO000374	Kandy; Ceylon	Sri Lanka	7.290628	80.633849	6.0
ODO000375	Katera Forest. Masaka, Uganda	Uganda	-0.893889	31.722778	20.0
ODO000376	Katera, Sango Bay, Uganda	Uganda	-0.894736	31.722985	5.0
ODO000377	Katimbora, Zambezi, N.R.		-17.83542	25.393758	2.0
ODO000378	Katzenbach (Mishuyaca), 15 km. v. Iquitos, Peru	Peru	-5.896786	-76.102982	0.1
ODO000379	Katzenbach (Mishuyacu) 15 Km. v. Iquitos, Peru	Peru	-5.896786	-76.102982	0.1
ODO000380	Kedai Kanal, Palnai Hills, S. India	India	10.217302	77.40348	8.5
ODO000381	Khanaqin, Iraq	Iraq	34.333333	45.433333	4.5
ODO000382	Khasi Hills	India	25.604061	91.45192	65.0
ODO000383	Khasi Hills, Shillong	India	25.58547	91.890374	9.0
ODO000384	Khasia Hills	India	25.583564	91.633076	24.0
ODO000385	Khasis; 5000 ft., Shillong	India	25.58547	91.890374	9.0
ODO000386	Kiambere, Dt. Upper Tana R., Kenya. 3500'.	Kenya	-0.684484	37.792961	8.0
ODO000387	Killarney, S.Q.	Australia	-28.345652	152.298357	7.5
ODO000388	Kimboza Forest, Uluguru Mts., T.T.	Tanzania	-7.02996	37.773798	3.0
ODO000389	Kina Balu, Borneo	Borneo	6.083333	116.55	10.0
ODO000390	Kina Balu., British North Borneo	Borneo	6.083333	116.55	10.0
ODO000391	KinaBalu., British North Borneo	Borneo	6.083333	116.55	10.0
ODO000392	King Island, Mergui	Myanmar	12.497159	98.36769	20.0
ODO000393	Kodai Kanal, Palnai Hills	India	10.217302	77.40348	8.5
ODO000394	Kodai Kanal, Palnai Hills, S. Ind.	India	10.217302	77.40348	8.5
ODO000395	Kodai Kanal, Palni Hills, S. Ind.	India	10.217302	77.40348	8.5
ODO000396	Kodaikanal, Palnai Hills, S.India	India	10.217302	77.40348	8.5
ODO000397	Kodaikanal, Palni Hills	India	10.217302	77.40348	8.5
ODO000398	Koolpenyah, N.T.	Australia	-12.371496	131.221202	27.0
ODO000399	Koraput Ghat, Jaipur, 2000'	India	18.812675	82.711644	2.0
ODO000400	Kosciusko, N.S.W.	Australia	-36.455896	148.263556	3.0
ODO000401	Kotagiri Ghat, Nilgiris, S. India	India	11.4218	76.861696	1.0
ODO000402	Kuala Tahan, Pahang, F.M.S., 300'	Malaysia	4.369953	102.402753	2.3
ODO000403	Kufri, Simla, 8400'	India	31.099733	77.266964	1.5
ODO000404	Kumaon, Muktesar, 7500 ft.	India	29.470162	79.652166	2.5
ODO000405	Kunnoth, Malabar, S. India	India	12.026236	75.708364	0.5
ODO000406	Kuranda	Australia	-16.8197	145.6369	10.0
ODO000407	Kuranda, N.Q.	Australia	-16.8197	145.6369	10.0
ODO000408	Kurseong, 6000 ft	India	26.883042	88.28335	3.0
ODO000409	Kurseong, Sikkim, N. India	India	26.883042	88.28335	3.0
ODO000410	Kuru Plantation, Vom, N.Nigeria	Nigeria	9.725565	8.834401	1.5
ODO000411	L. Victoria, Uganda	Uganda	0.098352	32.628779	150.0
ODO000412	La Chorrera, Panama	Panama	8.878919	-79.778766	7.0
ODO000413	Labuan	Malaysia	5.315395	115.218742	10.0
ODO000414	Labuan, Borneo	Malaysia	5.315395	115.218742	10.0
ODO000415	Lagos	Nigeria	6.531642	3.286015	24.0
ODO000416	Lake Chila, Abercorn N.R.	Zambia	-8.835598	31.386983	1.0
ODO000417	Lake Chila, Abercorn N.Rhodesia	Zambia	-8.835598	31.386983	1.0
ODO000418	Lake Chila, Abercorn, N.R.	Zambia	-8.835598	31.386983	1.0
ODO000419	Lake Chila, Abercorn, N.Rhodesia	Zambia	-8.835598	31.386983	1.0
ODO000420	Lake Tanganyika; Kambole	Zambia	-8.813694	31.035433	5.0
ODO000421	Lake Victoria, Entebb, Uganda	Uganda	0.051243	32.464207	5.0
ODO000422	Langbiang Prov., Siam-Annam frontier	Thailand	11.833333	108.166667	80.0
ODO000423	Laos, Muang Baw	Laos	18.663611	103.47559	28.0
ODO000424	Laos, Muang Cha, 1,100 m.	Laos	19.004455	103.358583	20.0
ODO000425	Laos, Muang Cha, 1100m.	Laos	19.004455	103.358583	20.0
ODO000426	Laos, Taweing, 500m.	Laos	18.99302	103.36033	20.0
ODO000427	Lawas	Malaysia	4.467718	115.47807	55.0
ODO000428	Lifu	New Caledonia	-20.946739	167.234261	32.0
ODO000429	Loimwe, S. Shan Sts., 5600ft, Burma	Myanmar	21.17157	99.752898	0.8
ODO000430	Lombok, Sapit 2000'	Indonesia	-8.463438	116.552018	6.0
ODO000431	Lombok, Sapit, 2000'	Indonesia	-8.463438	116.552018	6.0
ODO000432	Lower Burma: King Island, Mergui	Myanmar	12.497159	98.36769	20.0
ODO000433	Lunda; Angola, Miss. sc. suisse	Angola	-6.316667	13.983376	14.0
ODO000434	Luzon	Philippines	14.859535	120.909907	435.0
ODO000435	Lyallpur, Punjab	Pakistan	31.420484	73.094102	18.0
ODO000436	M'. Batu Lawi	Indonesia	3.866667	115.383333	3.0
ODO000437	Macapa, Lower Amazon	Brazil	0.036322	-51.070622	8.0
ODO000438	Macedon, Vic.	Australia	-37.393996	144.596018	4.5
ODO000439	Madagasc., Tamatave	Madagascar	-18.129104	49.390328	7.0
ODO000440	Madagascar	Madagascar	-15.853066	48.83437	3.0
ODO000441	Madagascar, Betsileo	Madagascar	-20.810037	46.638969	115.0
ODO000442	Madi Opei, Acholi, Uganda	Uganda	3.604357	33.087601	0.6
ODO000443	Madras, Burliyar, Nilgiri Hills	India	11.341387	76.84049	4.5
ODO000444	Madras, Coonoor, 6000'.	India	11.3526	76.789555	3.2
ODO000445	Madras, Gudalur, Nilgiri Hills, 4500'	India	11.505114	76.488661	2.5
ODO000446	Madugoda, Ceylon	Sri Lanka	7.31583	80.87583	0.5
ODO000447	Mafuga Rain Forest, Kigezi, Uganda, 7500-8000	Uganda	-1.05	29.866667	5.0
ODO000448	Mak.; Celeb.	Indonesia	-5.143913	119.458176	12.0
ODO000449	Malaba Forest, Kabras, K.C.	Kenya	0.460117	34.85779	2.0
ODO000450	Malaba Forest, Kabras, K.C.; Kenya Colony	Kenya	0.460117	34.85779	2.0
ODO000451	Malay Penin: Pahang, F.M.S., Fraser's Hill, 4200'	Malaysia	3.710981	101.740282	4.0
ODO000452	Malay Peninsula: Pahang, Gunong Tahan	Malaysia	4.633051	102.234883	20.0
ODO000453	Malaya, Butterworth, Garden	Malaysia	5.435975	100.401651	7.0
ODO000454	Malaya, Kuala Lumpur	Malaysia	3.140553	101.694529	12.0
ODO000455	Malaya, Wellesley, Bukit Mertajam reservoir	Malaysia	5.384128	100.507308	1.3
ODO000456	Malaya: Cameron Highlands Rd, Nr Ramaswami Waterfall, 14th mile, 1,100 ft	Malaysia	4.324428	101.324912	4.0
ODO000457	Maldives, Hulule	Maldives	4.1875	73.5292	2.0
ODO000458	Maleny, Q.	Australia	-26.761938	152.85424	4.5
ODO000459	Malololei, Upolu, W. Samoa	Samoa	-13.912988	-171.734874	1.0
ODO000460	Manado	Indonesia	1.477662	124.849017	8.0
ODO000461	Manaos, Brazil	Brazil	-3.062126	-59.995036	20.0
ODO000462	Manar, Travancore, W. Ghat	India	9.315984	76.535804	1.5
ODO000463	Mangphu, 5200 feet	India	26.975722	88.369389	1.0
ODO000464	Mangpu	India	26.975722	88.369389	1.0
ODO000465	Mangpu, Darjeeling	India	26.975722	88.369389	1.0
ODO000466	Mannar Gt., Travancore	India	9.315984	76.535804	1.5
ODO000467	Margaret R., W.A.	Australia	-33.966771	115.053331	5.5
ODO000468	Margherita	India	27.291986	95.671338	2.5
ODO000469	Mashonaland, Mazoe, 4000 ft., Mashonaland	Zimbabwe	-17.507301	30.975894	1.0
ODO000470	Masnagudi, Nilgiri Hills	India	11.570957	76.642041	1.0
ODO000471	Matang Road, Sarawak	Malaysia	1.573142	110.269813	6.5
ODO000472	Matuna For., 20m. W. Kampala, Uganda	Uganda	0.319479	32.297316	4.0
ODO000473	Mauritius, Les Mares	Mauritius	-20.430269	57.491464	0.5
ODO000474	Mauritius, Moka	Mauritius	-20.25	57.566667	12.0
ODO000475	Maymyo, Burma	Myanmar	22.033479	96.468198	7.0
ODO000476	Maymyo, N. Shan Sts.	Myanmar	22.033479	96.468198	7.0
ODO000477	Maymyo, N. Shan Sts. U. Burma	Myanmar	22.033479	96.468198	7.0
ODO000478	Maymyo, Upper Burma	Myanmar	22.033479	96.468198	7.0
ODO000479	Mazaruni; British Guiana	Guyana	5.954524	-59.31005	90.0
ODO000480	Mekong Valley, Yunnan	China	25.130927	99.494842	430.0
ODO000481	Melbourne	Australia	-37.817673	144.968721	70.0
ODO000482	Men.	Indonesia	1.477662	124.849017	8.0
ODO000483	Menado	Indonesia	1.477662	124.849017	8.0
ODO000484	Mergui	Myanmar	12.456496	98.625963	6.0
ODO000485	Mergui, King Island	Myanmar	12.497159	98.36769	20.0
ODO000486	Mergwe, Lower Burma	Myanmar	12.456496	98.625963	6.0
ODO000487	Mex. City	Mexico	19.38461	-99.136979	23.0
ODO000488	Mexico City	Mexico	19.38461	-99.136979	23.0
ODO000489	Mile 23, Gauhati-Shillong, About 1000ft	India	25.858062	91.816173	33.0
ODO000490	Mishuyaca, Peru	Peru	-5.896786	-76.102982	0.1
ODO000491	Mishuyacu, Peru	Peru	-5.896786	-76.102982	0.1
ODO000492	Mittagong, N.S.W.	Australia	-34.456211	150.465563	6.5
ODO000493	Moa Moa stream, Apia	Samoa	-13.867926	-171.763362	4.5
ODO000494	Moa, 30 miles No. of Tanga, Tanganyika Terr., E. Africa	Tanzania	-4.768692	39.172204	0.5
ODO000495	Monado; Tond.	Indonesia	1.301484	124.91356	4.0
ODO000496	Mongoma Lobah	Cameroon	4.222853	9.199119	14.0
ODO000497	Mongo-ma, Lebah	Cameroon	4.222853	9.199119	14.0
ODO000498	Mongo-ma-Lobah	Cameroon	4.222853	9.199119	14.0
ODO000499	Monterey, Nuevo Leon. Mex.	Mexico	25.653852	-100.308336	19.0
ODO000500	Montville, Q.	Australia	-26.694726	152.883734	4.5
ODO000501	Moolai to Mallat 4-5000; Tenasserim	Myanmar	13.0	98.75	
ODO000502	Moolai to Morlut, 4-5000	Myanmar	13.0	98.75	
ODO000503	Moolai, 3-6000.; Tenasserim	Myanmar	13.0	98.75	
ODO000504	Moungpu, Darjeeling Dist.	India	26.975722	88.369389	1.0
ODO000505	Moungpu, Darjeeling Dt.	India	26.975722	88.369389	1.0
ODO000506	Moupin	China	30.369167	102.813889	
ODO000507	Mt Merinjak, Borneo	Malaysia	0.883273	110.516744	10.0
ODO000508	Mt Tambourine, Cameron Creek, S.Q.	Australia	-27.947331	153.194119	6.0
ODO000509	Mt. Makiling, Luzon	Philippines	14.13	121.2	3.0
ODO000510	Mt. Mou	New Caledonia	-22.0603	166.349	2.5
ODO000511	Mt. Mou; New Caledonia	New Caledonia	-22.0603	166.349	2.5
ODO000512	Mt. Nekando; New Caledonia	New Caledonia	-21.863975	166.436815	1.5
ODO000513	Mt. Wuchi, Hainan	China	18.921228	109.732819	2.0
ODO000514	MT.Cameroon: 1st. Plateau.	Cameroon	4.217441	9.17453	16.0
ODO000515	Muang Awm, Laos, ca 900m.	Laos	19.004455	103.358583	20.0
ODO000516	Muang Ban, Laos, Siam	Laos	18.663611	103.47559	28.0
ODO000517	Muang Cha, Laos, ca. 1100 m.	Laos	19.004455	103.358583	20.0
ODO000518	Muang Cha, Laos, Siam	Laos	19.004455	103.358583	20.0
ODO000519	Muang Cha, Laos, Siam, 1100 m.	Laos	19.004455	103.358583	20.0
ODO000520	Mubende, Fort Portal Rd., Uganda	Uganda	0.554146	31.388784	3.0
ODO000521	Mudis Hills, Coimbatore Dt.	India	10.6283	77.03315	0.5
ODO000522	Mudis T.E., Mudis Hills	India	10.6283	77.03315	0.5
ODO000523	Mugba, Naga Hills	India	24.743333	93.4175	3.0
ODO000524	Munnar, Travancore	India	9.315984	76.535804	1.5
ODO000525	Munnar, Travan-Ghat	India	9.315984	76.535804	1.5
ODO000526	Munnar, W. Ghat, Travancore	India	9.315984	76.535804	1.5
ODO000527	Murray R., S.A.	Australia	-34.033308	139.668711	200.0
ODO000528	Mutwanga, Ruwenzori, B. Congo	Democratic Republic of the Congo	0.338205	29.747251	1.0
ODO000529	N Fiji, Nadarivatu	Fiji	-17.566895	177.958528	1.0
ODO000530	N Gui	Indonesia	-3.4	136.0	600.0
ODO000531	N. America, Nova Scotia	Canada	45.0	-62.999444	300.0
ODO000532	N. Angola, Lunda Prov., Dundo	Angola	-7.377074	20.821198	5.5
ODO000533	N. Angola, Lunda Province, Dundo	Angola	-7.377074	20.821198	5.5
ODO000534	N. Angola: Lunda prov. Dundo.	Angola	-7.377074	20.821198	5.5
ODO000535	N. Angola: Lunda Prov., Dundo	Angola	-7.377074	20.821198	5.5
ODO000536	N. California	United States of America	36.5	-120.0	600.0
ODO000537	N. Dutch New Guinea, Waigeu, Camp Nok, 2,500 ft	Indonesia	-0.081667	130.754722	3.0
ODO000538	N. Dutch New Guinea, Waigeu, Camp Nok, 2,500 ft.	Indonesia	-0.081667	130.754722	3.0
ODO000539	N. Guin.		-5.666667	141.0	1200.0
ODO000540	N. India	India	24.333333	89.0	290.0
ODO000541	N. India, Lachiwala, Dehra Dun Dist., R. Song	India	30.21804	78.076568	7.0
ODO000542	N. India, Shamket/ShamKhet Kamaon	India	29.389296	79.529835	0.7
ODO000543	N. India: Turzum, Darjeeling	India	26.94703	88.175446	0.5
ODO000544	N. Peru, Rio Paranapura, Balsapuerto, 220m	Peru	-5.804508	-76.474293	10.0
ODO000545	N. Rhodesia, Lake Bangweulu, Nr. Monfuli, from stream	Zambia	-11.15304	29.80042	35.0
ODO000546	N. Rhodesia: Lake Bangweulu, Kapola, N. of Kapata	Zambia	-11.15304	29.80042	35.0
ODO000547	N. Sumatra, Atjeh, Pendeng, 400m.	Indonesia	4.2169	97.6474	20.0
ODO000548	N. Sydney, N.S.W.	Australia	-33.698976	151.094413	2.0
ODO000549	N. Zealand (New Zealand)	New Zealand	-36.847338	174.761045	8.0
ODO000550	N.Dutch New Guinea: Waigeu, Camp Nok, 2,500ft.	Indonesia	-0.081667	130.754722	3.0
ODO000551	N.E. Angola: Dundo, Lunda Dist.	Angola	-7.377074	20.821198	5.5
ODO000552	N.E. Angola: Dundo. Lunda Dist.	Angola	-7.377074	20.821198	5.5
ODO000553	N.E. Borneo		0.0	114.0	800.0
ODO000554	N.E. India, Sikkim, Kurseong, 4300 ft.	India	26.883042	88.28335	3.0
ODO000555	N.E. New Guinea: Saiko, 5,500-6,000 ft., Bubu River, (Upper Waria River.)	Papua New Guinea	-7.95	147.066667	4.5
ODO000556	N.E. Siam, Chaiyabari	Thailand	18.1279	103.111882	50.0
ODO000557	N.W. Borneo		0.0	114.0	800.0
ODO000558	N.W. Ind, Hassan Abdal	Pakistan	33.823106	72.676752	2.6
ODO000559	N.W. Ind.; Campbellpore	India	33.775236	72.373726	6.0
ODO000560	N.W. Ind.; Murree	Pakistan	33.902219	73.397135	3.5
ODO000561	N.W. India; Sabathu	India	30.974164	76.990796	0.8
ODO000562	N.W. Yunnan	China	24.47516	101.3431	500.0
ODO000563	N; N Gui		-5.666667	141.0	1200.0
ODO000564	Naga Hills, 3000', Assam	India	26.033869	94.19474	44.0
ODO000565	Nagri Spur, Darjeeling Dt.	India	26.914909	88.208721	2.0
ODO000566	Naini Tal, Kumaon, W. Himalayas, ca. 7000ft	India	29.383648	79.457558	2.5
ODO000567	Nalande, Ceylon	Sri Lanka	7.669834	80.645835	0.1
ODO000568	Napoklu, Coorg	India	12.306556	75.687937	0.3
ODO000569	Naraikadu 2,500-3,000'. Tinnevelly Dt. S. India	India	8.557083	77.448262	6.0
ODO000570	Nathui La Sikkim - Tibet B'rds	India	27.386554	88.830887	
ODO000571	Nepal, Phewa Tal. Nr. Pokhara, 2,500 ft.	Nepal	28.215257	83.945343	2.0
ODO000572	New Britain	Papua New Guinea	-5.733333	150.733333	270.0
ODO000573	New Caledonia, 1Km SE. col d'Amieu, Route Territoriale 5	New Caledonia	-21.621863	165.807809	1.0
ODO000574	New Caledonia, Mt. Canala	New Caledonia	-21.580947	165.9293	1.0
ODO000575	New Caledonia, Mt. Koghi	New Caledonia	-22.168294	166.516408	3.0
ODO000576	New Granada		4.65	-74.05	1000.0
ODO000577	New Guinea		-5.666667	141.0	1200.0
ODO000578	New Hebrides, Aneityum, Red Crest., 1,200 ft. 3m. N.E. of Anelgauhat	Vanuatu	-20.181628	169.770094	5.0
ODO000579	New Hebrides, Erromanga	Vanuatu	-18.822513	169.152551	25.0
ODO000580	New Hebrides, Malekeula, Ounua	Vanuatu	-16.173615	167.522284	45.0
ODO000581	New Hebrides: Malekula, Ounua	Vanuatu	-16.173615	167.522284	45.0
ODO000582	Nigeria, Ado Ekiti	Nigeria	7.616191	5.253283	8.0
ODO000583	Nigeria, Vom. Stock Farm	Nigeria	9.73642	8.815585	4.0
ODO000584	Nikko, Japan	Japan	36.848993	139.597592	33.0
ODO000585	Nilgiri Wynad., 3500'	India	11.433333	76.416667	16.0
ODO000586	Nilgiris	India	11.341142	76.867672	2.0
ODO000587	Nilgiris, Wynaad, 3500 ft	India	11.433333	76.416667	16.0
ODO000588	North Borneo		0.0	114.0	800.0
ODO000589	North Ind	India	24.333333	89.0	290.0
ODO000590	NSW	Australia	-32.0	147.0	600.0
ODO000591	Nukualufa, Tonga	Tonga	-21.143771	-175.195799	4.0
ODO000592	Nyamgasani Valley, 8-9,000ft.; Uganda: Ruwenzori Range	Uganda	-0.15	29.81667	1.0
ODO000593	Nyasaland Protectorate, Zomba	Malawi	-15.389244	35.33296	5.0
ODO000594	Nyasaland: Ramens shore	Malawi	-14.340346	35.15156	1.0
ODO000595	Nyererwe R., Inyanga Dist., S. Rhodesia	Zimbabwe	-18.216667	32.75	80.0
ODO000596	Obudu, Nigeria	Nigeria	6.662543	9.175667	3.0
ODO000597	Obydos, Lower Amazon	Brazil	0.150436	-55.579507	250.0
ODO000598	Obydos, Traill	Brazil	0.150436	-55.579507	250.0
ODO000599	Odon	Malaysia	1.45	110.083333	
ODO000600	Old Calabar	Nigeria	4.961646	8.319515	0.5
ODO000601	Old Calabar R	Nigeria	5.278373	8.226278	40.0
ODO000602	Old Calabar R.	Nigeria	5.278373	8.226278	40.0
ODO000603	Ooty, Nilgiris, 7500'	India	11.414289	76.688363	4.0
ODO000604	P. Siam, Prachaup Province, Pak Tawan	Thailand	11.75	99.666667	95.0
ODO000605	Pahang F.M.S., Kuala Tahan, 350'	Malaysia	4.369953	102.402753	2.3
ODO000606	Pahang, Cameron's Highlands, 4-5000 ft.	Malaysia	4.487481	101.470334	17.5
ODO000607	Pahang, F.M.S., Cameron Highlands, Kuala Boh	Malaysia	4.414325	101.383087	0.5
ODO000608	Pahang: L. Tamang	Malaysia	4.433333	101.383333	0.5
ODO000609	Paikakariki, Wellington, N.Z.	New Zealand	-40.98773	174.952389	4.0
ODO000610	Pak Murung, Laos, ca.600m.	Laos	18.766667	103.233333	20.0
ODO000611	Palampur, 4000 ft.	India	32.118986	76.541362	4.0
ODO000612	Palawan	Philippines	9.5	118.5	200.0
ODO000613	Palghat, Malabar	India	10.7	76.583333	50.0
ODO000614	Pallal, N.S.W.	Australia	-29.976052	150.431204	12.5
ODO000615	Palnis, Kedai Kanal, 7000 ft.	India	10.217302	77.40348	8.5
ODO000616	Palnis, Kedai Knnal, 7000 ft.	India	10.217302	77.40348	8.5
ODO000617	Palnis, Kodai Kanal; 7000ft.	India	10.217302	77.40348	8.5
ODO000618	Pandy R Wynaad Nilgiris 3500 ft.	India	11.46148	76.503145	2.75
ODO000619	Panima, Guatemala	Guatemala	15.200054	-91.183449	0.7
ODO000620	Papua New Guinea, Chimbu Prov., Mt Wilhelm, 3600m nr waterfall entering Lake Piunde	Papua New Guinea	-5.788019	145.048094	2.0
ODO000621	Papua, Kokoda, 1,200ft.	Papua New Guinea	-8.876753	147.736341	1.3
ODO000622	Papua, Mafulu, 4,000ft	Papua New Guinea	-8.513056	146.957222	36.0
ODO000623	Papua: Kokoda, 1,200ft	Papua New Guinea	-8.876753	147.736341	1.3
ODO000624	Papua: Mafulu, 4,000ft.	Papua New Guinea	-8.513056	146.957222	36.0
ODO000625	Para	Brazil	-4.578607	-52.91742	940.0
ODO000626	Pashok, Darjeeling	India	27.073168	88.403941	3.0
ODO000627	Pebas, Amazons	Peru	-3.47008	-71.989106	80.0
ODO000628	Pebas, sur Amaz.	Peru	-3.47008	-71.989106	80.0
ODO000629	Pebas, Up. Amaz.	Peru	-3.47008	-71.989106	80.0
ODO000630	Pengalengan	Indonesia	-7.205912	107.580023	12.0
ODO000631	Penin: Siam., Patalung	Thailand	7.5	100.0	43.0
ODO000632	Peninsular Siam, Nakon Sri Tamarat, Klawng Tadi	Thailand	8.432658	99.959325	50.0
ODO000633	Perak	Malaysia	4.75	101.0	150.0
ODO000634	Perak, Batang Padang, Jor Camp	Malaysia	4.366667	101.333333	
ODO000635	Perak, F.M.S., Batang Padang, Jor Camp, 1800 ft.	Malaysia	4.366667	101.333333	
ODO000636	Perak, F.M.S., Jor Camp, 2000ft	Malaysia	4.366667	101.333333	
ODO000637	Perak, Larut Hills, 4,500'.	Malaysia	5.0	100.883333	8.0
ODO000638	Perth, W.A.	Australia	-31.929026	115.828248	0.6
ODO000639	Peru, Mishuyaca	Peru	-5.896786	-76.102982	0.1
ODO000640	Peru, Mishuyacu	Peru	-5.896786	-76.102982	0.1
ODO000641	Peru, S. Antonio	Peru	-12.609288	-76.678965	7.0
ODO000642	Peru, Yumbatos	Peru	-6.320144	-76.297682	0.6
ODO000643	Peru: Iquitos	Peru	-3.757866	-73.282363	7.0
ODO000644	Peru: Iquitos, Mishuyacu	Peru	-5.896786	-76.102982	0.1
ODO000645	Philippine Is., Luzon, Prov. Benguet, Baguio	Philippines	16.401943	120.594783	6.5
ODO000646	Philippine Is., Surigao, Mindanao	Philippines	9.787603	125.542445	18.0
ODO000647	Philippines, Luzon, Mt. Makeling	Philippines	14.13	121.2	3.0
ODO000648	Philippines, Mindanao, Landanao, Kolambugan	Philippines	8.091878	123.895661	6.0
ODO000649	Preangan, Java	Indonesia	-7.0	107.5	80.0
ODO000650	Pretoria	South Africa	-25.750976	28.220435	22.0
ODO000651	Pu Tat, Laos, ca. 1200 m.	Laos	18.766667	103.233333	20.0
ODO000652	Pulo Aor, off E. coast of Johore	Malaysia	2.449499	104.521353	2.7
ODO000653	Pulo Nias	Indonesia	1.1	97.533333	70.0
ODO000654	Purula, Vera Paz	Guatemala	15.236637	-90.237595	0.9
ODO000655	Pusa	India	25.978063	85.648772	0.7
ODO000656	Queensland	Australia	-17.09968	145.506894	34.0
ODO000657	R. Bandama? Ivory Coast	Ivory Coast	9.445387	-5.307841	40.0
ODO000658	R. Bobonaza, Ecuador	Ecuador	-1.927472	-77.206895	95.0
ODO000659	R. Demerara, B. Guiana	Guyana	5.779118	-58.38156	115.0
ODO000660	R. Papagaio, Guerrero, 1200ft.	Mexico	17.090166	-99.553168	45.0
ODO000661	Ramens	Malawi	-14.340346	35.15156	1.0
ODO000662	Ranchi	India	23.345282	85.309606	12.0
ODO000663	Rijang R., Mangpu, Darjeeling Dt.	India	26.975722	88.369389	1.0
ODO000664	Rio Janeiro	Brazil	-22.927849	-43.486808	32.0
ODO000665	Rio Napo	Ecuador	-0.421205	-76.554597	155.0
ODO000666	Rio Napo, E. Peru?	Peru	-2.254021	-74.07099	195.0
ODO000667	Rio Negro		-0.45507	-64.610421	600.0
ODO000668	Rioja, Prov. Moyobamba, Dep.S. Martin, Peru	Peru	-6.062419	-77.16475	4.0
ODO000669	Riv. gambia		13.40974	-13.890156	290.0
ODO000670	River Gade, Cassiobury Park, Watford, Hertfordshire, England	United Kingdom	51.662409	-0.425578	0.7
ODO000671	Rockhampton Q.	Australia	-23.336313	150.51175	10.0
ODO000672	Rockhampton, N.Q.	Australia	-23.336313	150.51175	10.0
ODO000673	Rowgong, Assam, India	India	26.34661	92.685435	3.5
ODO000674	Rusape	Zimbabwe	-18.540828	32.129934	2.3
ODO000675	Rustenberg	South Africa	-25.646305	27.252927	8.0
ODO000676	Ruwenzori, 6-8000 ft.		0.385833	29.871667	40.0
ODO000677	Ryukyu; Loo Choo	Japan	26.5	128.0	500.0
ODO000678	S. America, N. Peru, Huallaga reg., Balsapuerto	Peru	-5.830088	-76.564934	25.0
ODO000679	S. America, Peru, Yumbatos	Peru	-6.320144	-76.297682	0.6
ODO000680	S. America, S.E. Colombia, Umbria	Colombia	0.858648	-76.580144	0.5
ODO000681	S. Angola, Ongueria	Angola	-15.316667	13.533333	
